id	photo	web_name	team_code	status	code	first_name	second_name	squad_number	news	now_cost	chance_of_playing_this_round	chance_of_playing_next_round	value_form	value_season	cost_change_start	cost_change_event	cost_change_start_fall	cost_change_event_fall	in_dreamteam	dreamteam_count	selected_by_percent	form	transfers_out	transfers_in	transfers_out_event	transfers_in_event	loans_in	loans_out	loaned_in	loaned_out	total_points	event_points	points_per_game	ep_this	ep_next	special	minutes	goals_scored	assists	clean_sheets	goals_conceded	own_goals	penalties_saved	penalties_missed	yellow_cards	red_cards	saves	bonus	bps	influence	creativity	threat	ict_index	ea_index	element_type	team
171	46695.jpg	de Laet	13	a	46695	Ritchie	de Laet	NA		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.2	0.0	0	0	0	0	0	0	0	0	22	0	1.8	NA	3.1	FALSE	658	1	0	0	16	0	0	0	1	0	0	3	145	222.0	88.7	53.0	36.4	129	2	8
172	40725.jpg	Simpson	13	a	40725	Danny	Simpson	17		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	2.7	0.0	0	0	0	0	0	0	0	0	120	0	4.0	NA	3.7	FALSE	2609	0	1	15	21	0	0	0	3	1	0	10	566	510.8	121.2	93.0	72.5	390	2	8
173	12413.jpg	Huth	13	s	12413	Robert	Huth	6	Suspended until 20 Aug	50	NA	0	0.0	0.0	0	0	0	0	FALSE	0	1.0	0.0	0	0	0	0	0	0	0	0	140	0	4.0	NA	0.0	FALSE	3150	3	0	15	32	0	0	0	8	0	0	10	633	810.8	37.2	358.0	120.6	453	2	8
174	41321.jpg	Benalouane	13	a	41321	Yohan	Benalouane	29		40	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.3	0.0	0	0	0	0	0	0	0	0	3	0	0.8	NA	2.5	FALSE	68	0	0	0	1	0	0	0	1	0	0	0	11	22.8	0.3	0.0	2.3	15	2	8
175	130025.jpg	Hernández	13	a	130025	Luis	Hernández	2		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.5	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	3.1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	2	8
176	103025.jpg	Mahrez	13	a	103025	Riyad	Mahrez	26		95	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	25.8	0.0	0	0	0	0	0	0	0	0	240	0	6.5	NA	4.9	FALSE	3036	17	11	18	26	0	0	2	1	0	0	38	842	1177.2	998.9	1157.0	333.3	994	3	8
177	51938.jpg	Albrighton	13	a	51938	Marc	Albrighton	11		55	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	2.2	0.0	0	0	0	0	0	0	0	0	117	0	3.1	NA	3.3	FALSE	2750	2	7	16	22	0	0	0	4	0	0	4	550	544.2	913.4	394.0	185.2	519	3	8
178	13152.jpg	King	13	a	13152	Andy	King	10		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.3	0.0	0	0	0	0	0	0	0	0	54	0	2.2	NA	2.9	FALSE	1062	2	2	0	17	0	0	0	2	0	0	6	235	263.4	150.8	283.0	69.7	174	3	8
179	61603.jpg	Drinkwater	13	a	61603	Daniel	Drinkwater	4		55	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	10.3	0.0	0	0	0	0	0	0	0	0	129	0	3.7	NA	3.3	FALSE	3032	3	8	16	28	0	0	0	3	1	0	11	669	783.2	697.9	323.0	180.4	592	3	8
180	40772.jpg	Inler	13	a	40772	Gökhan	Inler	33		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.2	0.0	0	0	0	0	0	0	0	0	8	0	1.6	NA	2.5	FALSE	194	0	0	1	5	0	0	0	0	0	0	0	45	30.8	16.8	2.0	5.0	20	3	8
181	172632.jpg	Gray	13	a	172632	Demarai	Gray	22		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.6	0.0	0	0	0	0	0	0	0	0	18	0	1.5	NA	2.9	FALSE	187	0	2	0	3	0	0	0	0	0	0	0	68	67.2	86.1	74.0	22.7	57	3	8
182	155569.jpg	Amartey	13	a	155569	Daniel	Amartey	13		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.1	0.0	0	0	0	0	0	0	0	0	7	0	1.4	NA	2.5	FALSE	104	0	0	1	2	0	0	0	0	0	0	0	23	12.4	15.8	19.0	4.7	23	3	8
183	86881.jpg	Mendy	13	a	86881	Nampalys	Mendy	24		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	1.1	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	2.5	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	3	8
184	101668.jpg	Vardy	13	a	101668	Jamie	Vardy	9		100	NA	100	0.0	0.0	0	0	0	0	FALSE	0	21.4	0.0	0	0	0	0	0	0	0	0	211	0	5.9	NA	4.6	FALSE	3133	24	8	14	34	0	0	1	5	1	0	30	831	1103.6	656.0	1670.0	343.0	945	4	8
185	54316.jpg	Ulloa	13	a	54316	Leonardo	Ulloa	23		60	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.4	0.0	0	0	0	0	0	0	0	0	74	0	2.6	NA	3.3	FALSE	984	6	2	3	11	0	0	0	0	0	0	9	253	302.4	230.3	528.0	106.1	226	4	8
186	78412.jpg	Okazaki	13	a	78412	Shinji	Okazaki	20		60	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	2.2	0.0	0	0	0	0	0	0	0	0	88	0	2.4	NA	3.3	FALSE	2054	5	2	12	21	0	0	0	1	0	0	6	266	245.4	294.9	830.0	137.0	320	4	8
187	90714.jpg	Musa	13	a	90714	Ahmed	Musa	7		75	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	13.1	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	3.8	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	4	8
188	66797.jpg	Mignolet	14	a	66797	Simon	Mignolet	22		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	1.8	0.0	0	0	0	0	0	0	0	0	115	0	3.4	NA	2.2	FALSE	3060	0	0	11	42	0	1	0	2	0	70	1	566	533.0	10.0	0.0	54.3	340	1	9
189	104542.jpg	Karius	14	i	104542	Loris	Karius	1	Hand injury - Expected back 08 Oct	50	NA	0	0.0	0.0	0	0	0	0	FALSE	0	0.4	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	0.0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	1	9
190	40784.jpg	Sakho	14	d	40784	Mamadou	Sakho	3	Achilles injury - 25% chance of playing	50	NA	25	0.0	0.0	0	0	0	0	FALSE	0	0.1	0.0	0	0	0	0	0	0	0	0	65	0	3.0	NA	0.4	FALSE	1854	1	0	5	30	0	0	0	1	0	0	7	442	588.4	59.8	100.0	74.8	273	2	9
191	38454.jpg	Lovren	14	a	38454	Dejan	Lovren	6		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	3.0	0.0	0	0	0	0	0	0	0	0	70	0	2.9	NA	1.7	FALSE	1896	0	0	8	24	0	0	0	2	0	0	4	416	482.4	100.4	260.0	84.3	248	2	9
192	100059.jpg	Moreno	14	a	100059	Alberto	Moreno	18		50	NA	100	0.0	0.0	0	0	0	0	FALSE	0	4.8	0.0	0	0	0	0	0	0	0	0	104	0	3.3	NA	1.7	FALSE	2547	1	4	7	36	0	0	0	3	0	0	12	565	585.6	862.5	335.0	178.3	394	2	9
193	57328.jpg	Clyne	14	a	57328	Nathaniel	Clyne	2		55	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	8.7	0.0	0	0	0	0	0	0	0	0	93	0	2.8	NA	2.3	FALSE	2970	1	0	10	45	0	0	0	6	0	0	2	567	496.2	407.8	346.0	125.0	387	2	9
194	91979.jpg	Flanagan	90	a	91979	Jon	Flanagan	NA		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	1.2	0.0	0	0	0	0	0	0	0	0	21	0	4.2	NA	1.1	FALSE	420	0	1	2	5	0	0	0	1	0	0	2	103	79.6	37.5	0.0	11.7	67	2	3
195	171287.jpg	Gomez	14	d	171287	Joseph	Gomez	12	Achilles injury - 25% chance of playing	50	NA	25	0.0	0.0	0	0	0	0	FALSE	0	0.0	0.0	0	0	0	0	0	0	0	0	23	0	4.6	NA	0.4	FALSE	437	0	1	3	5	0	0	0	3	0	0	3	98	93.6	50.8	1.0	14.5	58	2	9
196	134383.jpg	Randall	14	a	134383	Connor	Randall	56		40	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.7	0.0	0	0	0	0	0	0	0	0	4	0	1.3	NA	0.5	FALSE	163	0	0	0	3	0	0	0	0	0	0	0	16	19.8	14.3	39.0	7.3	30	2	9
197	120447.jpg	Smith	91	a	120447	Bradley	Smith	NA		40	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	4.9	0.0	0	0	0	0	0	0	0	0	2	0	0.5	NA	-0.5	FALSE	285	0	0	0	5	0	0	0	1	1	0	0	36	52.6	45.8	28.0	12.6	35	2	2
198	106449.jpg	Stewart	14	a	106449	Kevin	Stewart	35		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.1	0.0	0	0	0	0	0	0	0	0	17	0	2.4	NA	1.1	FALSE	565	0	0	1	8	0	0	0	1	0	0	3	110	100.0	67.6	24.0	19.2	69	2	9
199	60914.jpg	Matip	14	a	60914	Joel	Matip	32		55	NA	100	0.0	0.0	0	0	0	0	FALSE	0	1.8	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	2.3	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	2	9
200	43191.jpg	Lucas	14	d	43191	Leiva	Lucas	21	Hamstring injury - 25% chance of playing	45	NA	25	0.0	0.0	0	0	0	0	FALSE	0	0.1	0.0	0	0	0	0	0	0	0	0	49	0	1.8	NA	0.1	FALSE	1954	0	1	4	33	0	0	0	8	0	0	2	417	441.4	323.0	117.0	88.1	253	3	9
201	56979.jpg	Henderson	14	a	56979	Jordan	Henderson	14		65	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	1.1	0.0	0	0	0	0	0	0	0	0	57	0	3.4	NA	1.8	FALSE	1290	2	3	5	16	0	0	0	1	0	0	3	276	319.4	322.9	280.0	92.2	250	3	9
202	40555.jpg	Allen	110	a	40555	Joe	Allen	4		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	1.9	0.0	0	0	0	0	0	0	0	0	42	0	2.2	NA	1.9	FALSE	736	2	1	1	10	0	0	0	0	0	0	2	192	183.0	181.1	159.0	52.3	132	3	14
203	84583.jpg	Coutinho	14	a	84583	Philippe	Coutinho	10		80	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	13.0	0.0	0	0	0	0	0	0	0	0	129	0	5.0	NA	2.4	FALSE	1996	8	6	10	24	0	0	0	2	1	0	18	465	604.4	765.3	1060.0	243.0	459	3	9
204	112338.jpg	Can	14	a	112338	Emre	Can	23		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	1.9	0.0	0	0	0	0	0	0	0	0	65	0	2.2	NA	0.9	FALSE	2491	1	1	7	38	0	0	0	9	0	0	2	443	481.8	481.8	366.0	133.0	399	3	9
205	39155.jpg	Lallana	14	a	39155	Adam	Lallana	20		70	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	6.6	0.0	0	0	0	0	0	0	0	0	109	0	3.6	NA	2.0	FALSE	2109	4	6	10	27	0	0	0	2	0	0	10	451	550.0	745.8	645.0	194.1	416	3	9
206	99323.jpg	Markovic	14	a	99323	Lazar	Markovic	50		55	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.1	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	1.3	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	3	9
207	141921.jpg	Sheyi Ojo	14	d	141921	Oluwaseyi	Ojo	54	Back injury - 75% chance of playing	50	NA	75	0.0	0.0	0	0	0	0	FALSE	0	0.1	0.0	0	0	0	0	0	0	0	0	27	0	3.4	NA	0.7	FALSE	397	0	4	1	6	0	0	0	0	0	0	2	110	100.8	157.8	83.0	34.2	81	3	9
208	15157.jpg	Milner	14	d	15157	James	Milner	7	Heel Injury - 50% chance of playing	65	NA	50	0.0	0.0	0	0	0	0	FALSE	0	1.6	0.0	0	0	0	0	0	0	0	0	123	0	4.4	NA	0.9	FALSE	2409	5	11	8	35	0	0	0	9	1	0	13	520	695.2	1024.2	504.0	222.3	508	3	9
209	92217.jpg	Firmino	14	a	92217	Roberto	Firmino	11		85	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	9.6	0.0	0	0	0	0	0	0	0	0	155	0	5.0	NA	2.6	FALSE	1973	10	8	9	28	0	0	0	1	0	0	18	520	715.2	705.4	903.0	232.4	522	3	9
210	147668.jpg	Brannagan	14	a	147668	Cameron	Brannagan	25		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.0	0.0	0	0	0	0	0	0	0	0	4	0	1.3	NA	0.5	FALSE	114	0	0	0	1	0	0	0	0	0	0	0	31	28.6	53.5	21.0	10.3	27	3	9
211	174254.jpg	Chirivella	14	a	174254	Pedro	Chirivella	68		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.0	0.0	0	0	0	0	0	0	0	0	1	0	1.0	NA	0.5	FALSE	45	0	0	0	2	0	0	0	0	0	0	0	3	0.0	4.0	0.0	0.3	2	3	9
212	110979.jpg	Mané	14	a	110979	Sadio	Mané	19		90	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	13.8	0.0	0	0	0	0	0	0	0	0	160	0	4.3	NA	2.7	FALSE	2599	11	9	9	32	0	0	1	4	2	0	16	521	763.6	673.8	1269.0	270.6	635	3	9
213	54861.jpg	Benteke	14	a	54861	Christian	Benteke	9		75	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	3.4	0.0	0	0	0	0	0	0	0	0	104	0	3.6	NA	1.8	FALSE	1529	9	4	7	20	0	0	0	2	0	0	16	329	416.8	422.5	956.0	179.5	315	4	9
214	40755.jpg	Sturridge	14	d	40755	Daniel	Sturridge	15	Hip injury - 50% chance of playing	100	NA	50	0.0	0.0	0	0	0	0	FALSE	0	2.4	0.0	0	0	0	0	0	0	0	0	70	0	5.0	NA	1.3	FALSE	979	8	2	1	16	0	0	0	0	0	0	7	256	331.6	158.8	574.0	106.4	283	4	9
215	42493.jpg	Balotelli	14	a	42493	Mario	Balotelli	45		65	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.4	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	1.5	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	4	9
216	84939.jpg	Ings	14	a	84939	Danny	Ings	28		60	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.9	0.0	0	0	0	0	0	0	0	0	21	0	3.5	NA	1.3	FALSE	340	2	0	0	7	0	0	0	1	0	0	5	68	88.2	69.0	184.0	34.1	81	4	9
217	152760.jpg	Origi	14	a	152760	Divock	Origi	27		70	NA	100	0.0	0.0	0	0	0	0	FALSE	0	6.2	0.0	0	0	0	0	0	0	0	0	48	0	3.0	NA	1.7	FALSE	670	5	1	2	8	0	0	0	0	0	0	5	162	226.8	130.8	386.0	74.4	200	4	9
218	15749.jpg	Hart	43	a	15749	Joe	Hart	1		55	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	7.0	0.0	0	0	0	0	0	0	0	0	134	0	3.8	NA	5.0	FALSE	3109	0	0	15	36	0	0	0	0	0	71	3	612	506.2	20.1	0.0	52.6	360	1	10
219	20310.jpg	Caballero	43	a	20310	Willy	Caballero	13		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.1	0.0	0	0	0	0	0	0	0	0	12	0	3.0	NA	3.7	FALSE	311	0	0	1	5	0	0	0	0	0	15	0	67	105.0	0.0	0.0	10.5	45	1	10
220	42593.jpg	Kolarov	43	a	42593	Aleksandar	Kolarov	11		60	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	6.4	0.0	0	0	0	0	0	0	0	0	118	0	4.1	NA	4.4	FALSE	2283	3	4	10	29	1	0	1	3	0	0	12	531	573.0	655.1	371.0	159.9	429	2	10
221	20658.jpg	Zabaleta	43	a	20658	Pablo	Zabaleta	5		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	1.6	0.0	0	0	0	0	0	0	0	0	41	0	3.2	NA	3.2	FALSE	1062	0	1	4	16	0	0	0	3	0	0	5	229	200.0	69.0	59.0	32.8	152	2	10
222	17476.jpg	Kompany	43	d	17476	Vincent	Kompany	4	Thigh injury - 50% chance of playing	60	NA	50	0.0	0.0	0	0	0	0	FALSE	0	0.7	0.0	0	0	0	0	0	0	0	0	76	0	5.4	NA	2.2	FALSE	1179	2	0	9	7	0	0	0	5	0	0	8	315	321.0	42.3	165.0	52.8	173	2	10
223	17336.jpg	Clichy	43	a	17336	Gaël	Clichy	22		55	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	1.3	0.0	0	0	0	0	0	0	0	0	55	0	3.9	NA	3.8	FALSE	1087	0	1	5	11	0	0	0	0	0	0	9	311	273.0	215.3	17.0	50.5	166	2	10
224	37748.jpg	Sagna	43	a	37748	Bacary	Sagna	3		55	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	8.8	0.0	0	0	0	0	0	0	0	0	116	0	4.1	NA	3.8	FALSE	2448	0	3	12	26	0	0	0	4	0	0	17	588	540.8	479.5	153.0	117.3	386	2	10
225	57112.jpg	Mangala	43	a	57112	Eliaquim	Mangala	20		55	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.9	0.0	0	0	0	0	0	0	0	0	68	0	3.0	NA	3.8	FALSE	2009	0	1	9	23	1	0	0	8	0	0	1	431	347.8	13.1	74.0	43.5	235	2	10
226	57410.jpg	Otamendi	43	a	57410	Nicolás	Otamendi	30		60	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	6.7	0.0	0	0	0	0	0	0	0	0	104	0	3.5	NA	4.4	FALSE	2671	1	0	11	35	0	0	0	9	0	0	15	654	768.8	83.1	361.0	121.3	353	2	10
227	41823.jpg	Delph	43	a	41823	Fabian	Delph	18		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.2	0.0	0	0	0	0	0	0	0	0	37	0	2.2	NA	2.4	FALSE	753	2	0	1	14	0	0	0	0	0	0	4	170	172.6	85.6	88.0	34.6	156	3	10
228	103955.jpg	Sterling	43	a	103955	Raheem	Sterling	7		80	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.9	0.0	0	0	0	0	0	0	0	0	96	0	3.1	NA	3.9	FALSE	1920	6	3	7	30	0	0	0	1	0	0	3	324	414.4	565.6	891.0	187.1	400	3	10
229	28554.jpg	Nasri	43	a	28554	Samir	Nasri	8		65	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.6	0.0	0	0	0	0	0	0	0	0	36	0	3.0	NA	3.3	FALSE	542	2	3	2	6	0	0	0	3	0	0	2	144	165.2	216.7	194.0	57.6	164	3	10
230	20664.jpg	Silva	43	a	20664	David	Silva	21		90	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	4.7	0.0	0	0	0	0	0	0	0	0	96	0	4.0	NA	4.2	FALSE	1791	1	11	11	18	0	0	0	1	0	0	3	431	495.2	1065.0	413.0	197.3	351	3	10
231	14664.jpg	Yaya Touré	43	a	14664	Gnegneri Yaya	Touré	42		80	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	1.9	0.0	0	0	0	0	0	0	0	0	129	0	4.0	NA	3.9	FALSE	2326	7	4	13	23	0	0	0	3	0	0	16	543	628.2	746.1	705.0	207.9	525	3	10
232	17740.jpg	Navas	43	a	17740	Jesús	Navas	15		65	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	1.0	0.0	0	0	0	0	0	0	0	0	99	0	2.9	NA	3.3	FALSE	2282	0	10	12	22	0	0	0	1	0	0	1	444	398.0	904.1	567.0	186.9	408	3	10
233	27789.jpg	Fernandinho	43	a	27789	Fernando	Luiz Rosa	25		55	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	2.0	0.0	0	0	0	0	0	0	0	0	90	0	2.7	NA	2.8	FALSE	2729	2	3	13	31	0	0	0	8	0	0	5	510	524.6	469.1	302.0	129.6	417	3	10
234	52538.jpg	Fernando	43	a	52538	Fernando Francisco	Reges	6		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.3	0.0	0	0	0	0	0	0	0	0	60	0	2.5	NA	2.4	FALSE	1715	2	0	8	22	0	0	0	4	0	0	4	348	323.6	160.0	280.0	76.4	236	3	10
235	61366.jpg	De Bruyne	43	d	61366	Kevin	De Bruyne	17	Lack of match fitness - 75% chance of playing	105	NA	75	0.0	0.0	0	0	0	0	FALSE	0	7.9	0.0	0	0	0	0	0	0	0	0	131	0	5.2	NA	3.6	FALSE	2002	7	10	8	26	0	0	0	2	0	0	13	551	700.0	1238.7	600.0	253.9	546	3	10
236	59859.jpg	Gündogan	43	i	59859	Ilkay	Gündogan	16	Knee injury - Expected back 17 Sep	55	NA	0	0.0	0.0	0	0	0	0	FALSE	0	0.8	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	0.0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	3	10
237	86173.jpg	Nolito	43	a	86173	Manuel	Agudo Durán	9		90	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	1.5	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	4.2	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	3	10
238	206325.jpg	Zinchenko	43	a	206325	Oleksandr	Zinchenko	35		55	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.1	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	2.8	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	3	10
239	37572.jpg	Agüero	43	a	37572	Sergio	Agüero	10		130	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	40.1	0.0	0	0	0	0	0	0	0	0	184	0	6.1	NA	5.0	FALSE	2361	24	3	12	30	0	0	1	1	0	0	24	655	960.6	452.2	1747.0	316.0	789	4	10
240	57001.jpg	Bony	43	a	57001	Wilfried	Bony	14		75	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	1.6	0.0	0	0	0	0	0	0	0	0	63	0	2.4	NA	3.3	FALSE	1226	4	4	5	11	0	0	1	1	0	0	3	199	223.8	243.2	778.0	124.5	249	4	10
241	173515.jpg	Iheanacho	43	a	173515	Kelechi	Iheanacho	72		70	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	2.3	0.0	0	0	0	0	0	0	0	0	80	0	3.1	NA	3.2	FALSE	766	8	2	1	12	0	0	0	1	0	0	13	293	336.8	223.7	405.0	96.6	242	4	10
242	51940.jpg	de Gea	1	a	51940	David	de Gea	1		55	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	42.4	0.0	0	0	0	0	0	0	0	0	142	0	4.2	NA	5.5	FALSE	3060	0	0	15	33	1	0	0	0	0	82	8	613	617.2	0.0	0.0	61.7	368	1	11
243	42899.jpg	Romero	1	a	42899	Sergio	Romero	20		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.1	0.0	0	0	0	0	0	0	0	0	21	0	5.3	NA	4.2	FALSE	360	0	0	3	2	0	0	0	0	0	7	1	84	49.0	0.0	0.0	4.9	40	1	11
244	55909.jpg	Smalling	1	s	55909	Chris	Smalling	12	Suspended until 19 Aug	60	NA	0	0.0	0.0	0	0	0	0	FALSE	0	1.6	0.0	0	0	0	0	0	0	0	0	135	0	3.9	NA	0.0	FALSE	3150	0	1	17	31	1	0	0	8	0	0	13	693	644.8	93.0	293.0	103.1	381	2	11
245	76359.jpg	Jones	1	a	76359	Phil	Jones	4		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.4	0.0	0	0	0	0	0	0	0	0	31	0	3.1	NA	3.7	FALSE	530	0	0	3	4	0	0	0	0	0	0	6	139	102.2	16.7	26.0	14.5	64	2	11
246	152015.jpg	Varela	1	u	152015	Guillermo	Varela	30	Season-long loan to Eintracht Frankfurt	45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.0	0.0	0	0	0	0	0	0	0	0	8	0	2.0	NA	3.1	FALSE	315	0	0	1	4	0	0	0	1	0	0	0	57	41.2	22.9	9.0	7.3	36	2	11
247	106760.jpg	Shaw	1	a	106760	Luke	Shaw	23		55	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	17.8	0.0	0	0	0	0	0	0	0	0	27	0	5.4	NA	4.3	FALSE	450	0	1	3	3	0	0	0	1	0	0	4	135	113.2	89.8	13.0	21.6	92	2	11
248	58893.jpg	Rojo	1	a	58893	Marcos	Rojo	5		55	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.7	0.0	0	0	0	0	0	0	0	0	65	0	4.1	NA	4.3	FALSE	1249	0	1	8	11	0	0	0	3	0	0	5	293	229.2	193.8	78.0	50.1	192	2	11
249	160817.jpg	McNair	1	a	160817	Patrick	McNair	33		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.1	0.0	0	0	0	0	0	0	0	0	9	0	1.1	NA	3.1	FALSE	315	0	0	0	6	0	0	0	0	0	0	0	56	44.6	20.8	28.0	9.3	28	2	11
250	20695.jpg	Valencia	1	a	20695	Antonio	Valencia	25		55	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	7.4	0.0	0	0	0	0	0	0	0	0	59	0	4.2	NA	4.3	FALSE	857	0	3	5	6	0	0	0	1	0	0	10	256	215.6	176.3	106.0	49.8	186	2	11
251	40002.jpg	Darmian	1	a	40002	Matteo	Darmian	36		55	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	2.4	0.0	0	0	0	0	0	0	0	0	108	0	3.9	NA	4.3	FALSE	1924	1	1	13	18	0	0	0	8	0	0	12	500	335.4	226.4	52.0	61.4	257	2	11
252	171273.jpg	Borthwick-Jackson	1	a	171273	Cameron	Borthwick-Jackson	43		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.2	0.0	0	0	0	0	0	0	0	0	32	0	3.2	NA	3.1	FALSE	695	0	1	3	6	0	0	0	0	0	0	2	161	136.8	124.1	17.0	27.8	123	2	11
253	201084.jpg	Fosu-Mensah	1	a	201084	Timothy	Fosu-Mensah	24		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.3	0.0	0	0	0	0	0	0	0	0	22	0	2.8	NA	3.1	FALSE	257	0	1	2	1	0	0	0	1	0	0	2	104	84.0	16.8	11.0	11.2	40	2	11
254	58877.jpg	Blind	1	a	58877	Daley	Blind	17		55	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	2.4	0.0	0	0	0	0	0	0	0	0	95	0	2.7	NA	4.3	FALSE	3114	1	1	15	35	0	0	0	2	0	0	4	651	790.6	440.7	60.0	129.1	477	2	11
255	197365.jpg	Bailly	1	a	197365	Eric	Bailly	3		55	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	10.4	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	4.3	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	2	11
256	43670.jpg	Mata	1	a	43670	Juan	Mata	8		75	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	1.8	0.0	0	0	0	0	0	0	0	0	145	0	3.8	NA	4.2	FALSE	2889	6	6	19	29	0	0	0	4	1	0	15	599	552.6	937.2	748.0	223.8	586	3	11
