id	photo	web_name	team_code	status	code	first_name	second_name	squad_number	news	now_cost	chance_of_playing_this_round	chance_of_playing_next_round	value_form	value_season	cost_change_start	cost_change_event	cost_change_start_fall	cost_change_event_fall	in_dreamteam	dreamteam_count	selected_by_percent	form	transfers_out	transfers_in	transfers_out_event	transfers_in_event	loans_in	loans_out	loaned_in	loaned_out	total_points	event_points	points_per_game	ep_this	ep_next	special	minutes	goals_scored	assists	clean_sheets	goals_conceded	own_goals	penalties_saved	penalties_missed	yellow_cards	red_cards	saves	bonus	bps	influence	creativity	threat	ict_index	ea_index	element_type	team
1	48844.jpg	Ospina	3	a	48844	David	Ospina	13		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.2	0.0	0	0	0	0	0	0	0	0	20	0	5.0	NA	3.2	FALSE	360	0	0	2	5	0	0	0	0	0	17	2	98	108.6	0.0	0.0	10.9	56	1	1
2	11334.jpg	Cech	3	a	11334	Petr	Cech	33		55	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	18.6	0.0	0	0	0	0	0	0	0	0	159	0	4.7	NA	4.5	FALSE	3060	0	0	16	31	0	0	0	0	0	101	15	705	707.6	20.0	0.0	72.8	409	1	1
3	51507.jpg	Koscielny	3	d	51507	Laurent	Koscielny	6	Lack of match fitness - 50% chance of playing	60	NA	50	0.0	0.0	0	0	0	0	FALSE	0	7.8	0.0	0	0	0	0	0	0	0	0	153	0	4.6	NA	1.9	FALSE	2845	4	0	15	31	0	0	0	3	0	0	18	790	916.6	115.5	331.0	136.3	493	2	1
4	17127.jpg	Mertesacker	3	i	17127	Per	Mertesacker	4	Knee injury - Unknown return date	50	NA	0	0.0	0.0	0	0	0	0	FALSE	0	0.2	0.0	0	0	0	0	0	0	0	0	71	0	3.0	NA	0.0	FALSE	2047	0	0	9	24	0	0	0	1	1	0	1	478	431.0	41.1	123.0	59.5	265	2	1
5	158074.jpg	Gabriel	3	i	158074	Gabriel Armando	de Abreu	5	Ankle injury - Expected back 01 Oct	50	NA	0	0.0	0.0	0	0	0	0	FALSE	0	0.6	0.0	0	0	0	0	0	0	0	0	83	0	4.0	NA	0.0	FALSE	1764	1	0	10	18	0	0	0	3	1	0	9	474	474.4	28.0	176.0	67.8	244	2	1
6	98745.jpg	Bellerín	3	a	98745	Héctor	Bellerín	24		65	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	31.3	0.0	0	0	0	0	0	0	0	0	172	0	4.8	NA	4.5	FALSE	3240	1	6	18	33	0	0	0	3	0	0	18	871	649.6	501.0	260.0	141.1	541	2	1
7	42427.jpg	Gibbs	3	a	42427	Kieran	Gibbs	3		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.6	0.0	0	0	0	0	0	0	0	0	26	0	1.7	NA	2.7	FALSE	391	1	0	1	6	0	0	0	0	0	0	0	100	96.0	42.9	94.0	23.3	69	2	1
8	27334.jpg	Debuchy	3	a	27334	Mathieu	Debuchy	2		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.3	0.0	0	0	0	0	0	0	0	0	3	0	1.5	NA	2.7	FALSE	142	0	0	0	3	0	0	0	0	0	0	0	32	26.4	14.8	14.0	5.5	11	2	1
9	80254.jpg	Jenkinson	3	i	80254	Carl	Jenkinson	25	Knee injury - Expected back 05 Nov	50	NA	0	0.0	0.0	0	0	0	0	FALSE	0	0.0	0.0	0	0	0	0	0	0	0	0	28	0	1.4	NA	0.0	FALSE	1228	2	0	0	24	1	0	0	3	1	0	0	189	252.2	123.3	77.0	45.3	178	2	1
10	38411.jpg	Monreal	3	a	38411	Nacho	Monreal	18		60	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	6.9	0.0	0	0	0	0	0	0	0	0	152	0	4.1	NA	3.9	FALSE	3249	0	3	17	34	0	0	0	1	0	0	14	862	710.0	534.1	230.0	147.4	511	2	1
11	101184.jpg	Chambers	3	a	101184	Calum	Chambers	21		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	1.7	0.0	0	0	0	0	0	0	0	0	23	0	1.9	NA	2.1	FALSE	322	0	1	2	3	0	0	0	2	0	0	1	119	114.8	33.6	35.0	18.3	70	2	1
12	37265.jpg	Sánchez	3	a	37265	Alexis	Sánchez	7		110	NA	100	0.0	0.0	0	0	0	0	FALSE	0	7.7	0.0	0	0	0	0	0	0	0	0	167	0	5.6	NA	4.5	FALSE	2436	13	5	14	23	0	0	0	1	0	0	17	560	864.2	1089.8	1600.0	355.4	690	3	1
13	20467.jpg	Walcott	3	a	20467	Theo	Walcott	14		75	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	1.5	0.0	0	0	0	0	0	0	0	0	85	0	3.0	NA	3.2	FALSE	1373	5	3	8	12	0	0	0	0	0	0	0	206	309.4	249.8	667.0	122.6	316	3	1
14	37605.jpg	Özil	3	d	37605	Mesut	Özil	11	Lack of match fitness - 25% chance of playing	95	NA	25	0.0	0.0	0	0	0	0	FALSE	0	9.6	0.0	0	0	0	0	0	0	0	0	200	0	5.7	NA	1.0	FALSE	3036	6	19	17	31	0	0	0	4	0	0	30	861	1044.8	2405.1	849.0	429.9	783	3	1
15	19524.jpg	Cazorla	3	a	19524	Santiago	Cazorla	19		75	NA	100	0.0	0.0	0	0	0	0	FALSE	0	1.2	0.0	0	0	0	0	0	0	0	0	44	0	2.9	NA	3.2	FALSE	1290	0	3	7	12	0	0	1	2	1	0	6	303	328.0	615.2	264.0	120.7	259	3	1
16	41792.jpg	Ramsey	3	a	41792	Aaron	Ramsey	8		80	NA	100	0.0	0.0	0	0	0	0	FALSE	0	4.4	0.0	0	0	0	0	0	0	0	0	119	0	3.8	NA	3.4	FALSE	2623	5	5	14	28	0	0	0	4	0	0	9	514	651.4	751.3	906.0	230.9	558	3	1
17	54102.jpg	Wilshere	3	d	54102	Jack	Wilshere	10	Knee injury - 25% chance of playing	60	NA	25	0.0	0.0	0	0	0	0	FALSE	0	0.3	0.0	0	0	0	0	0	0	0	0	6	0	2.0	NA	0.7	FALSE	142	0	0	1	1	0	0	0	0	0	0	0	23	16.4	29.7	10.0	5.6	18	3	1
18	81880.jpg	Chamberlain	3	a	81880	Alex	Oxlade-Chamberlain	15		60	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	1.2	0.0	0	0	0	0	0	0	0	0	44	0	2.0	NA	2.6	FALSE	928	1	1	5	11	0	0	0	0	0	0	0	198	194.0	309.3	278.0	78.1	186	3	1
19	133798.jpg	Gnabry	3	n	133798	Serge	Gnabry	27	Set to miss the first couple of matches of 2016/17 as he is playing for Germany in the summer Olympics. - Expected back 27 Aug	50	NA	0	0.0	0.0	0	0	0	0	FALSE	0	0.0	0.0	0	0	0	0	0	0	0	0	1	0	1.0	NA	0.0	FALSE	13	0	0	0	0	0	0	0	0	0	0	0	2	2.0	15.8	11.0	2.9	4	3	1
20	56864.jpg	Coquelin	3	a	56864	Francis	Coquelin	34		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	2.0	0.0	0	0	0	0	0	0	0	0	46	0	1.8	NA	1.5	FALSE	1643	0	0	9	17	0	0	0	5	1	0	2	375	325.0	201.3	54.0	58.0	246	3	1
21	153133.jpg	Iwobi	3	a	153133	Alex	Iwobi	17		60	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	1.5	0.0	0	0	0	0	0	0	0	0	42	0	3.2	NA	2.6	FALSE	628	2	2	5	6	0	0	0	0	0	0	2	156	166.2	202.6	221.0	59.0	150	3	1
22	153256.jpg	Elneny	3	a	153256	Mohamed	Elneny	35		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.6	0.0	0	0	0	0	0	0	0	0	25	0	2.3	NA	1.9	FALSE	792	0	1	5	8	0	0	0	3	0	0	0	145	133.6	131.8	117.0	38.2	134	3	1
23	99127.jpg	Campbell	3	a	99127	Joel	Campbell	28		60	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.2	0.0	0	0	0	0	0	0	0	0	54	0	2.8	NA	2.6	FALSE	884	3	2	5	8	0	0	0	0	0	0	7	223	217.8	226.1	253.0	69.7	175	3	1
24	84450.jpg	Xhaka	3	a	84450	Granit	Xhaka	29		55	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	7.0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	2.3	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	3	1
25	44346.jpg	Giroud	3	d	44346	Olivier	Giroud	12	Lack of match fitness - 25% chance of playing	90	NA	25	0.0	0.0	0	0	0	0	FALSE	0	3.3	0.0	0	0	0	0	0	0	0	0	156	0	4.1	NA	0.8	FALSE	2430	16	6	12	26	1	0	0	2	0	0	15	581	782.4	652.8	1663.0	309.8	629	4	1
26	50175.jpg	Welbeck	3	i	50175	Danny	Welbeck	23	Knee injury - Expected back 04 Feb	75	NA	0	0.0	0.0	0	0	0	0	FALSE	0	0.1	0.0	0	0	0	0	0	0	0	0	48	0	4.4	NA	0.0	FALSE	575	4	3	3	10	0	0	0	1	0	0	7	175	226.0	100.7	377.0	70.4	164	4	1
27	80711.jpg	Sanogo	3	a	80711	Yaya	Sanogo	22		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.2	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	1.8	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	4	1
28	154998.jpg	Asano	3	a	154998	Takuma	Asano	NA		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.2	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	1.8	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	4	1
29	18726.jpg	Boruc	91	a	18726	Artur	Boruc	1		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	6.4	0.0	0	0	0	0	0	0	0	0	108	0	3.4	NA	0.2	FALSE	2880	0	0	7	51	0	2	0	2	0	77	9	513	579.4	10.0	0.0	58.9	281	1	2
30	15885.jpg	Federici	91	a	15885	Adam	Federici	23		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.1	0.0	0	0	0	0	0	0	0	0	8	0	1.3	NA	0.2	FALSE	495	0	0	0	15	0	0	0	0	0	13	0	66	89.2	0.0	0.0	8.9	31	1	2
31	15149.jpg	Francis	91	a	15149	Simon	Francis	2		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	1.7	0.0	0	0	0	0	0	0	0	0	89	0	2.3	NA	0.1	FALSE	3386	0	4	6	67	0	0	0	5	1	0	9	752	975.4	539.5	149.0	166.4	462	2	2
32	56917.jpg	Cook	91	a	56917	Steve	Cook	3		50	NA	100	0.0	0.0	0	0	0	0	FALSE	0	0.6	0.0	0	0	0	0	0	0	0	0	114	0	3.2	NA	0.7	FALSE	3195	4	2	7	63	0	0	0	5	0	0	12	695	1047.0	77.8	372.0	149.7	443	2	2
33	41320.jpg	Daniels	91	a	41320	Charlie	Daniels	11		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	5.4	0.0	0	0	0	0	0	0	0	0	130	0	3.5	NA	0.7	FALSE	3285	3	5	7	63	0	0	0	2	0	0	20	757	765.8	617.3	276.0	165.9	491	2	2
34	54469.jpg	Smith	91	a	54469	Adam	Smith	15		45	NA	100	0.0	0.0	0	0	0	0	FALSE	0	0.6	0.0	0	0	0	0	0	0	0	0	84	0	2.7	NA	0.1	FALSE	2100	2	0	6	35	0	0	0	5	0	0	11	495	418.2	265.2	149.0	83.2	297	2	2
35	149484.jpg	Mings	91	d	149484	Tyrone	Mings	14	Knee injury - 25% chance of playing	45	NA	25	0.0	0.0	0	0	0	0	FALSE	0	0.0	0.0	0	0	0	0	0	0	0	0	1	0	1.0	NA	0.0	FALSE	11	0	0	0	0	0	0	0	0	0	0	0	3	1.4	0.3	0.0	0.2	1	2	2
36	126184.jpg	Aké	91	a	126184	Nathan	Aké	NA		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	2.1	0.0	0	0	0	0	0	0	0	0	73	0	3.0	NA	0.1	FALSE	1874	1	1	7	25	0	0	0	4	1	0	7	378	431.2	146.6	163.0	74.1	232	2	2
37	48615.jpg	Arter	91	a	48615	Harry	Arter	8		50	NA	100	0.0	0.0	0	0	0	0	FALSE	0	0.1	0.0	0	0	0	0	0	0	0	0	42	0	2.0	NA	-0.1	FALSE	1662	1	0	4	25	0	0	0	7	0	0	1	279	245.8	402.6	204.0	85.2	188	3	2
38	20037.jpg	Pugh	91	a	20037	Marc	Pugh	7		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.1	0.0	0	0	0	0	0	0	0	0	66	0	2.5	NA	-0.1	FALSE	1337	3	4	3	31	0	0	0	1	0	0	1	236	285.2	236.9	383.0	90.5	245	3	2
39	15237.jpg	Surman	91	a	15237	Andrew	Surman	6		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.3	0.0	0	0	0	0	0	0	0	0	90	0	2.4	NA	-0.1	FALSE	3420	0	3	7	67	0	0	0	4	0	0	2	603	596.8	615.2	169.0	138.1	385	3	2
40	80498.jpg	O'Kane	91	a	80498	Eunan	O'Kane	32		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.3	0.0	0	0	0	0	0	0	0	0	23	0	1.4	NA	-0.5	FALSE	756	0	1	0	20	0	0	0	2	0	0	0	93	86.2	116.0	60.0	26.2	84	3	2
41	20669.jpg	MacDonald	91	a	20669	Shaun	MacDonald	16		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.1	0.0	0	0	0	0	0	0	0	0	3	0	1.0	NA	-0.5	FALSE	31	0	0	0	1	0	0	0	0	0	0	0	9	1.8	2.3	2.0	0.6	3	3	2
42	56872.jpg	Stanislas	91	d	56872	Junior	Stanislas	19	Hernia - 25% chance of playing	55	NA	25	0.0	0.0	0	0	0	0	FALSE	0	0.0	0.0	0	0	0	0	0	0	0	0	65	0	3.1	NA	0.1	FALSE	1436	3	2	5	22	0	0	0	1	0	0	5	250	295.4	517.0	423.0	123.5	217	3	2
43	40387.jpg	Gosling	91	a	40387	Dan	Gosling	4		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.2	0.0	0	0	0	0	0	0	0	0	86	0	2.5	NA	-0.1	FALSE	2446	3	2	5	46	0	0	0	6	0	0	6	405	419.8	412.2	465.0	129.7	331	3	2
44	59741.jpg	Gradel	91	a	59741	Max	Gradel	10		55	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.5	0.0	0	0	0	0	0	0	0	0	48	0	3.4	NA	0.3	FALSE	891	1	5	4	18	0	0	0	1	0	0	1	155	144.2	189.8	269.0	60.3	155	3	2
45	122342.jpg	Hyndman	91	d	122342	Emerson	Hyndman	NA	Ankle injury - 75% chance of playing	45	NA	75	0.0	0.0	0	0	0	0	FALSE	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	-0.4	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	3	2
46	103912.jpg	Ibe	91	a	103912	Jordon	Ibe	NA		55	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	5.9	0.0	0	0	0	0	0	0	0	0	61	0	2.3	NA	0.3	FALSE	1177	1	3	5	24	0	0	0	0	0	0	4	223	183.6	329.8	375.0	88.8	184	3	2
47	155408.jpg	Cook	91	a	155408	Lewis	Cook	NA		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.5	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	-0.5	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	3	2
48	78007.jpg	King	91	a	78007	Joshua	King	17		55	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.7	0.0	0	0	0	0	0	0	0	0	98	0	3.2	NA	0.3	FALSE	1914	6	3	3	39	0	0	0	1	0	0	7	273	360.6	359.3	783.0	150.3	321	3	2
49	75115.jpg	Wilson	91	a	75115	Callum	Wilson	13		65	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	3.9	0.0	0	0	0	0	0	0	0	0	46	0	3.5	NA	0.5	FALSE	771	5	0	1	15	0	0	0	0	0	0	5	161	195.0	104.4	384.0	68.3	165	4	2
50	126468.jpg	Rantie	91	a	126468	Tokelo	Rantie	9		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.4	0.0	0	0	0	0	0	0	0	0	3	0	1.0	NA	-0.5	FALSE	41	0	0	0	0	0	0	0	0	0	0	0	6	3.2	12.6	22.0	3.8	3	4	2
51	21246.jpg	Grabban	91	a	21246	Lewis	Grabban	28		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	4.5	0.0	0	0	0	0	0	0	0	0	30	0	1.4	NA	-0.5	FALSE	827	1	0	0	20	0	0	0	2	0	0	1	86	92.6	146.3	218.0	45.7	124	4	2
52	88498.jpg	Afobe	91	a	88498	Benik	Afobe	20		60	NA	100	0.0	0.0	0	0	0	0	FALSE	0	0.8	0.0	0	0	0	0	0	0	0	0	46	0	3.1	NA	0.3	FALSE	930	4	0	4	17	0	0	0	0	0	0	5	133	158.2	178.0	242.0	57.8	146	4	2
53	178304.jpg	Mousset	91	a	178304	Lys	Mousset	NA		55	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.1	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	0.0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	4	2
54	21205.jpg	Heaton	90	a	21205	Tom	Heaton	1		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	4.2	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	1.2	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	1	3
55	68983.jpg	Lowton	90	a	68983	Matthew	Lowton	2		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.4	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	1.1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	2	3
56	51927.jpg	Mee	90	a	51927	Ben	Mee	6		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.7	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	1.1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	2	3
57	40616.jpg	Ward	90	d	40616	Stephen	Ward	23	Hamstring injury - 75% chance of playing	45	NA	75	0.0	0.0	0	0	0	0	FALSE	0	0.1	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	0.8	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	2	3
58	106611.jpg	Keane	90	a	106611	Michael	Keane	5		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.9	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	1.7	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	2	3
59	17761.jpg	Tarkowski	90	a	17761	James	Tarkowski	26		40	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	1.5	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	0.5	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	2	3
60	85017.jpg	Darikwa	90	a	85017	Tendayi	Darikwa	27		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.1	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	1.1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	2	3
61	19556.jpg	Jones	90	a	19556	David	Jones	14		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.1	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	0.9	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	3	3
62	28244.jpg	Boyd	90	a	28244	George	Boyd	21		55	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.3	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	1.3	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	3	3
63	39158.jpg	Arfield	90	a	39158	Scott	Arfield	37		55	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.2	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	1.3	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	3	3
64	15982.jpg	Marney	90	a	15982	Dean	Marney	8		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.2	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	0.5	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	3	3
65	95508.jpg	Ulvestad	90	a	95508	Fredrik	Ulvestad	20		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	0.5	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	3	3
66	15944.jpg	Kightly	90	a	15944	Michael	Kightly	11		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.2	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	0.5	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	3	3
67	40399.jpg	Vokes	90	a	40399	Sam	Vokes	9		60	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.6	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	1.3	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	4	3
68	73426.jpg	Gray	90	a	73426	Andre	Gray	7		65	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	11.4	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	1.5	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	4	3
69	34654.jpg	Jutkiewicz	90	a	34654	Lukas	Jutkiewicz	19		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.5	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	0.5	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	4	3
70	44699.jpg	Barnes	90	d	44699	Ashley	Barnes	10	Hamstring injury - 50% chance of playing	45	NA	50	0.0	0.0	0	0	0	0	FALSE	0	0.2	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	0.3	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	4	3
71	37002.jpg	Hennings	90	a	37002	Rouwen	Hennings	18		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.1	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	0.5	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	4	3
72	153678.jpg	Long	90	a	153678	Chris	Long	24		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	0.5	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	4	3
73	60772.jpg	Courtois	8	a	60772	Thibaut	Courtois	13		55	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	8.9	0.0	0	0	0	0	0	0	0	0	69	0	3.0	NA	4.0	FALSE	2018	0	0	5	31	0	1	0	1	2	67	1	388	457.4	0.0	0.0	45.7	230	1	4
74	40349.jpg	Begovic	8	a	40349	Asmir	Begovic	1		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.2	0.0	0	0	0	0	0	0	0	0	55	0	3.2	NA	2.7	FALSE	1399	0	0	4	24	0	0	0	0	0	55	1	293	411.2	0.0	0.0	41.1	150	1	4
75	1718.jpg	Terry	8	a	1718	John	Terry	26		55	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	4.4	0.0	0	0	0	0	0	0	0	0	57	0	2.4	NA	2.8	FALSE	1987	1	0	6	35	1	0	0	2	2	0	6	373	408.0	32.9	170.0	61.1	228	2	4
76	41135.jpg	Ivanovic	8	a	41135	Branislav	Ivanovic	2		60	NA	100	0.0	0.0	0	0	0	0	FALSE	0	6.5	0.0	0	0	0	0	0	0	0	0	111	0	3.4	NA	3.4	FALSE	2916	2	3	8	44	0	0	0	5	0	0	13	593	571.6	243.3	395.0	121.0	414	2	4
77	41328.jpg	Azpilicueta	8	a	41328	César	Azpilicueta	28		60	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	13.2	0.0	0	0	0	0	0	0	0	0	124	0	3.4	NA	3.4	FALSE	3199	2	5	8	50	0	0	0	7	0	0	15	760	770.4	394.5	199.0	136.4	470	2	4
78	19419.jpg	Cahill	8	a	19419	Gary	Cahill	24		60	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	6.2	0.0	0	0	0	0	0	0	0	0	53	0	2.3	NA	3.4	FALSE	1957	2	1	2	38	0	0	0	2	0	0	0	357	530.4	41.1	207.0	77.9	283	2	4
79	103192.jpg	Zouma	8	i	103192	Kurt	Zouma	5	Knee injury - Expected back 11 Sep	55	NA	0	0.0	0.0	0	0	0	0	FALSE	0	0.3	0.0	0	0	0	0	0	0	0	0	81	0	3.5	NA	0.0	FALSE	1918	1	1	8	26	0	0	0	0	0	0	7	412	406.4	20.4	157.0	58.4	185	2	4
80	118335.jpg	Baba Rahman	8	u	118335	Abdul Rahman	Baba	6	Signed for Schalke in season-long loan deal	55	NA	0	0.0	0.0	0	0	0	0	FALSE	0	0.1	0.0	0	0	0	0	0	0	0	0	35	0	2.3	NA	0.0	FALSE	1018	0	1	2	13	0	0	0	1	0	0	1	230	217.4	83.8	66.0	36.7	138	2	4
81	163793.jpg	Miazga	8	a	163793	Matt	Miazga	20		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.1	0.0	0	0	0	0	0	0	0	0	6	0	3.0	NA	1.6	FALSE	135	0	0	1	1	0	0	0	1	0	0	0	33	26.0	0.1	2.0	2.8	18	2	4
82	42786.jpg	Hazard	8	a	42786	Eden	Hazard	10		100	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	16.8	0.0	0	0	0	0	0	0	0	0	104	0	3.4	NA	3.6	FALSE	2193	5	4	5	32	0	0	0	2	0	0	11	481	579.0	972.5	577.0	212.9	476	3	4
83	17878.jpg	Fàbregas	8	a	17878	Cesc	Fàbregas	4		75	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	7.6	0.0	0	0	0	0	0	0	0	0	133	0	3.6	NA	2.7	FALSE	2896	5	7	8	45	0	0	0	5	0	0	16	699	836.8	1157.3	585.0	257.9	617	3	4
84	61262.jpg	Oscar	8	a	61262	Oscar	dos Santos Emboaba Junior	8		75	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	1.4	0.0	0	0	0	0	0	0	0	0	74	0	2.7	NA	2.7	FALSE	1770	3	4	6	23	0	0	1	4	0	0	3	352	410.0	493.1	695.0	159.8	321	3	4
85	66733.jpg	Cuadrado	8	a	66733	Juan	Cuadrado	17		70	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	4.0	0.0	0	0	0	0	0	0	0	0	1	0	1.0	NA	2.5	FALSE	27	0	0	0	2	0	0	0	0	0	0	0	5	6.6	1.3	17.0	2.5	8	3	4
